Entry,Entry Name,Gene Names,Protein names,Organism,Subcellular location [CC],Gene Ontology (cellular component),Gene Ontology IDs,Ensembl
Q96RF0,SNX18_HUMAN,SNX18 SH3PXD3B,Sorting nexin-18 (SH3 and PX domain-containing protein 3B),Homo sapiens (Human),"SUBCELLULAR LOCATION: Endomembrane system {ECO:0000269|PubMed:22718350}; Peripheral membrane protein {ECO:0000269|PubMed:18411244}; Cytoplasmic side {ECO:0000269|PubMed:18411244}. Endosome membrane {ECO:0000269|PubMed:29437695}; Peripheral membrane protein {ECO:0000269|PubMed:18411244}; Cytoplasmic side {ECO:0000269|PubMed:18411244}. Recycling endosome membrane {ECO:0000269|PubMed:29437695}; Peripheral membrane protein {ECO:0000269|PubMed:18411244}; Cytoplasmic side {ECO:0000269|PubMed:18411244}. Cell membrane {ECO:0000269|PubMed:20427313}; Peripheral membrane protein {ECO:0000269|PubMed:18411244}; Cytoplasmic side {ECO:0000269|PubMed:18411244}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:18411244}; Peripheral membrane protein {ECO:0000269|PubMed:18411244}; Cytoplasmic side {ECO:0000269|PubMed:18411244}. Note=Localized at sites of endocytosis at the cell membrane (PubMed:18411244). Detected on newly formed macropinosomes (PubMed:21048941). Partially colocalized with clathrin and dynamin at the cell membrane (PubMed:20427313). Transiently recruited to clathrin-coated pits at a late stage of clathrin-coated vesicle formation (PubMed:18411244). {ECO:0000269|PubMed:18411244, ECO:0000269|PubMed:20427313, ECO:0000269|PubMed:21048941}.",cytoplasmic side of plasma membrane [GO:0009898]; cytoplasmic vesicle [GO:0031410]; extracellular exosome [GO:0070062]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038],GO:0000281; GO:0005546; GO:0005886; GO:0006897; GO:0009898; GO:0015031; GO:0016197; GO:0031410; GO:0035091; GO:0036089; GO:0043547; GO:0055038; GO:0070062; GO:0097320; GO:2000786,ENST00000326277.5 [Q96RF0-3];ENST00000343017.11 [Q96RF0-1];ENST00000381410.5 [Q96RF0-2];
P08574,CY1_HUMAN,CYC1,"Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)",Homo sapiens (Human),SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07143}; Single-pass membrane protein {ECO:0000250|UniProtKB:P07143}.,membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; respiratory chain complex III [GO:0045275],GO:0005634; GO:0005739; GO:0005743; GO:0006122; GO:0008121; GO:0016020; GO:0020037; GO:0033762; GO:0045275; GO:0045333; GO:0046872,ENST00000318911.5;
Q15545,TAF7_HUMAN,TAF7 TAF2F TAFII55,Transcription initiation factor TFIID subunit 7 (RNA polymerase II TBP-associated factor subunit F) (Transcription initiation factor TFIID 55 kDa subunit) (TAF(II)55) (TAFII-55) (TAFII55),Homo sapiens (Human),SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9R1C0}.,cytoplasm [GO:0005737]; male germ cell nucleus [GO:0001673]; MLL1 complex [GO:0071339]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]; transcription factor TFTC complex [GO:0033276]; transcription regulator complex [GO:0005667],GO:0000122; GO:0000296; GO:0000976; GO:0001097; GO:0001673; GO:0005634; GO:0005654; GO:0005667; GO:0005669; GO:0005737; GO:0006282; GO:0006325; GO:0006352; GO:0006357; GO:0006366; GO:0006367; GO:0006469; GO:0016251; GO:0030520; GO:0033276; GO:0035035; GO:0042789; GO:0042809; GO:0045344; GO:0045347; GO:0045892; GO:0045893; GO:0045944; GO:0046966; GO:0046982; GO:0051123; GO:0060261; GO:0071339; GO:0106140; GO:0140297,ENST00000313368.8;ENST00000624761.2;
Q5PRF9,SMAG2_HUMAN,SAMD4B SMAUG2,Protein Smaug homolog 2 (Smaug 2) (hSmaug2) (Sterile alpha motif domain-containing protein 4B) (SAM domain-containing protein 4B),Homo sapiens (Human),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:20510020}. Nucleus {ECO:0000269|PubMed:20510020}.,cytosol [GO:0005829]; nucleus [GO:0005634]; P-body [GO:0000932],GO:0000289; GO:0000932; GO:0003723; GO:0003729; GO:0005634; GO:0005829; GO:0030371,ENST00000314471.10;ENST00000610417.5;
Q8N1H7,S6OS1_HUMAN,SIX6OS1 C14orf39,Protein SIX6OS1 (Six6 opposite strand transcript 1),Homo sapiens (Human),"SUBCELLULAR LOCATION: Chromosome {ECO:0000250|UniProtKB:Q9CTN5}. Note=Component of the central element of the synaptonemal complex. In spermatocytes, detected from zygonema to pachynema and localizes along synapsed lateral elements. Loading to the central element of the synaptonemal complex is dependent on the assembly of the tripartite synaptonemal complex structure that occurs upon synapsis between homologous chromosomes. {ECO:0000250|UniProtKB:Q9CTN5}.",central element [GO:0000801]; chromosome [GO:0005694],GO:0000801; GO:0005694; GO:0007129; GO:0007130; GO:0007283; GO:0010705; GO:0048477; GO:0051090,ENST00000321731.8;
Q8N4C7,STX19_HUMAN,STX19,Syntaxin-19,Homo sapiens (Human),SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q8R1Q0}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q8R1Q0}. Cytoplasm {ECO:0000250|UniProtKB:Q8R1Q0}.,endomembrane system [GO:0012505]; plasma membrane [GO:0005886]; presynaptic active zone membrane [GO:0048787]; SNARE complex [GO:0031201],GO:0000149; GO:0005484; GO:0005886; GO:0006886; GO:0006887; GO:0012505; GO:0031201; GO:0031629; GO:0048278; GO:0048787,ENST00000315099.3;
A8K4G0,CLM7_HUMAN,CD300LB CD300B CLM7 CMRF35A2 IREM3 LMIR5 TREM5 UNQ2530/PRO6029,CMRF35-like molecule 7 (CLM-7) (CD300 antigen-like family member B) (CMRF35-A2) (Immune receptor expressed on myeloid cells 3) (IREM-3) (Leukocyte mono-Ig-like receptor 5) (Triggering receptor expressed on myeloid cells 5) (TREM-5) (CD antigen CD300b),Homo sapiens (Human),SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.,plasma membrane [GO:0005886],GO:0002757; GO:0004888; GO:0005886; GO:0042802,ENST00000392621.6;ENST00000709208.1;ENST00000718280.1;
Q68D10,SPT2_HUMAN,SPTY2D1,Protein SPT2 homolog (Protein KU002155) (SPT2 domain-containing protein 1),Homo sapiens (Human),"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250|UniProtKB:E1BUG7}.",nucleolus [GO:0005730]; nucleoplasm [GO:0005654],GO:0001042; GO:0003677; GO:0005654; GO:0005730; GO:0006334; GO:0006355; GO:0006360; GO:0031507; GO:0042393; GO:0140713,ENST00000336349.6 [Q68D10-1];
Q6ZPD9,D19L3_HUMAN,DPY19L3,Protein C-mannosyl-transferase DPY19L3 (EC 2.4.1.-) (Dpy-19-like protein 3) (Protein dpy-19 homolog 3),Homo sapiens (Human),SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:29405629}; Multi-pass membrane protein {ECO:0000269|PubMed:29405629}.; SUBCELLULAR LOCATION: [Isoform 2]: Endoplasmic reticulum membrane {ECO:0000269|PubMed:29405629}; Multi-pass membrane protein {ECO:0000305}.,endoplasmic reticulum membrane [GO:0005789],GO:0000030; GO:0005789; GO:0006486,ENST00000342179.9 [Q6ZPD9-1];ENST00000392250.7 [Q6ZPD9-1];
Q9H707,ZN552_HUMAN,ZNF552,Zinc finger protein 552,Homo sapiens (Human),SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,nucleus [GO:0005634],GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0008270,ENST00000391701.1;
Q9H9A7,RMI1_HUMAN,RMI1 C9orf76,RecQ-mediated genome instability protein 1 (BLM-associated protein of 75 kDa) (BLAP75) (FAAP75),Homo sapiens (Human),SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15775963}. Note=Forms foci in response to DNA damage.,nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RecQ family helicase-topoisomerase III complex [GO:0031422],GO:0000166; GO:0000712; GO:0000724; GO:0002023; GO:0005634; GO:0005654; GO:0006260; GO:0009749; GO:0016604; GO:0031422; GO:0035264; GO:0042593; GO:0071139,ENST00000325875.7;ENST00000445877.6;
Q15050,RRS1_HUMAN,RRS1 KIAA0112 RRR,Ribosome biogenesis regulatory protein homolog,Homo sapiens (Human),"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|Ref.3}.","condensed nuclear chromosome [GO:0000794]; endoplasmic reticulum [GO:0005783]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, large subunit precursor [GO:0030687]",GO:0000027; GO:0000447; GO:0000794; GO:0002244; GO:0003723; GO:0005654; GO:0005730; GO:0005783; GO:0007080; GO:0008097; GO:0030687; GO:0042273; GO:1901796; GO:1902570,ENST00000320270.4;
Q8IV31,TM139_HUMAN,TMEM139 UNQ1932/PRO4407,Transmembrane protein 139,Homo sapiens (Human),SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.,membrane [GO:0016020],GO:0016020,ENST00000359333.8;ENST00000409102.5;ENST00000409244.5;ENST00000409541.5;ENST00000410004.1;
Q9NWN3,FBX34_HUMAN,FBXO34 FBX34,F-box only protein 34,Homo sapiens (Human),,,,ENST00000313833.5;ENST00000440021.1;ENST00000679934.1;ENST00000680658.1;ENST00000680682.1;ENST00000681074.1;ENST00000681400.1;ENST00000681904.1;
O95365,ZBT7A_HUMAN,ZBTB7A FBI1 LRF ZBTB7 ZNF857A,Zinc finger and BTB domain-containing protein 7A (Factor binding IST protein 1) (FBI-1) (Factor that binds to inducer of short transcripts protein 1) (HIV-1 1st-binding protein 1) (Leukemia/lymphoma-related factor) (POZ and Krueppel erythroid myeloid ontogenic factor) (POK erythroid myeloid ontogenic factor) (Pokemon) (Pokemon 1) (TTF-I-interacting peptide 21) (TIP21) (Zinc finger protein 857A),Homo sapiens (Human),"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17595526, ECO:0000269|PubMed:24514149}. Note=Recruited to double-strand break sites of damaged DNA. {ECO:0000250|UniProtKB:O88939}.",cytoplasm [GO:0005737]; DNA-dependent protein kinase complex [GO:0070418]; nucleus [GO:0005634]; site of double-strand break [GO:0035861],GO:0000122; GO:0000381; GO:0000978; GO:0000981; GO:0001222; GO:0001227; GO:0003677; GO:0003700; GO:0005634; GO:0005737; GO:0006110; GO:0006325; GO:0006338; GO:0006351; GO:0006357; GO:0008270; GO:0030183; GO:0030512; GO:0034504; GO:0035035; GO:0035861; GO:0042981; GO:0043249; GO:0045444; GO:0045746; GO:0045892; GO:0046332; GO:0050681; GO:0051090; GO:0051092; GO:0060766; GO:0070418; GO:0097680; GO:0140297; GO:1990837; GO:2000677,ENST00000322357.9;ENST00000601588.1;
Q8N394,TMTC2_HUMAN,TMTC2,Protein O-mannosyl-transferase TMTC2 (EC 2.4.1.109) (Transmembrane O-mannosyltransferase targeting cadherins 2) (Transmembrane and tetratricopeptide repeat-containing 2),Homo sapiens (Human),SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Endoplasmic reticulum {ECO:0000305}.,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789],GO:0000030; GO:0004169; GO:0005783; GO:0005789; GO:0035269; GO:0055074,ENST00000321196.8;
Q9BYE0,HES7_HUMAN,HES7 BHLHB37,Transcription factor HES-7 (hHes7) (Class B basic helix-loop-helix protein 37) (bHLHb37) (Hairy and enhancer of split 7) (bHLH factor Hes7),Homo sapiens (Human),SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,chromatin [GO:0000785]; nucleus [GO:0005634],GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001501; GO:0001756; GO:0003677; GO:0005634; GO:0007219; GO:0007498; GO:0036342; GO:0046983; GO:0048511; GO:0050767; GO:1990837,ENST00000317814.8 [Q9BYE0-1];ENST00000541682.7 [Q9BYE0-2];
Q9NPD3,EXOS4_HUMAN,EXOSC4 RRP41 SKI6,Exosome complex component RRP41 (Exosome component 4) (Ribosomal RNA-processing protein 41) (p12A),Homo sapiens (Human),"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17545563, ECO:0000269|PubMed:36912080}. Nucleus, nucleolus {ECO:0000269|PubMed:17545563, ECO:0000269|PubMed:36912080}. Nucleus {ECO:0000269|PubMed:17545563, ECO:0000269|PubMed:36912080}. Nucleus, nucleoplasm {ECO:0000269|PubMed:36912080}.",cytoplasm [GO:0005737]; cytoplasmic exosome (RNase complex) [GO:0000177]; cytosol [GO:0005829]; euchromatin [GO:0000791]; exosome (RNase complex) [GO:0000178]; intracellular membrane-bounded organelle [GO:0043231]; nuclear exosome (RNase complex) [GO:0000176]; nucleolar exosome (RNase complex) [GO:0101019]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],GO:0000175; GO:0000176; GO:0000177; GO:0000178; GO:0000460; GO:0000791; GO:0000956; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006364; GO:0006396; GO:0006401; GO:0016075; GO:0030307; GO:0034475; GO:0035925; GO:0043231; GO:0045006; GO:0051607; GO:0071028; GO:0071044; GO:0071051; GO:0101019,ENST00000316052.6;
Q9Y605,MOFA1_HUMAN,MRFAP1 PAM14 PGR1,MORF4 family-associated protein 1 (Protein PGR1) (Protein associated with MRG of 14 kDa),Homo sapiens (Human),"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11500496, ECO:0000269|PubMed:12397079}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:11500496, ECO:0000269|PubMed:12397079}. Note=Colocalizes with MORF4L1 to cell nuclei. {ECO:0000269|PubMed:11500496, ECO:0000269|PubMed:12397079}.",nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471],GO:0005654; GO:0048471,ENST00000320912.8;ENST00000382581.5;ENST00000507420.1;
P49411,EFTU_HUMAN,TUFM,"Elongation factor Tu, mitochondrial (EF-Tu) (EC 3.6.5.3) (P43)",Homo sapiens (Human),SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:22749352}.,extracellular exosome [GO:0070062]; membrane [GO:0016020]; mitochondrial nucleoid [GO:0042645]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],GO:0000287; GO:0003723; GO:0003746; GO:0003924; GO:0005525; GO:0005739; GO:0005741; GO:0006414; GO:0016020; GO:0042645; GO:0070062; GO:0070125,ENST00000313511.8;
O15534,PER1_HUMAN,PER1 KIAA0482 PER RIGUI,Period circadian protein homolog 1 (hPER1) (Circadian clock protein PERIOD 1) (Circadian pacemaker protein Rigui),Homo sapiens (Human),SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Note=Nucleocytoplasmic shuttling is effected by interaction with other circadian core oscillator proteins and/or by phosphorylation. Retention of PER1 in the cytoplasm occurs through PER1-PER2 heterodimer formation. Translocate to the nucleus after phosphorylation by CSNK1D or CSNK1E. Also translocated to the nucleus by CRY1 or CRY2 (By similarity). {ECO:0000250}.,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],GO:0000122; GO:0000976; GO:0000978; GO:0001222; GO:0002028; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006338; GO:0007623; GO:0009649; GO:0010608; GO:0019900; GO:0031490; GO:0031625; GO:0032922; GO:0042634; GO:0042752; GO:0043124; GO:0043153; GO:0045892; GO:0045944; GO:0046329; GO:0051591; GO:0070888; GO:0140297; GO:1900015; GO:1900744; GO:2000323,ENST00000317276.9 [O15534-1];ENST00000354903.9 [O15534-4];
Q9Y285,SYFA_HUMAN,FARSA FARS FARSL FARSLA,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (CML33) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),Homo sapiens (Human),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q505J8}.,cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; phenylalanine-tRNA ligase complex [GO:0009328],GO:0000049; GO:0000287; GO:0003723; GO:0004826; GO:0005524; GO:0005737; GO:0005829; GO:0006432; GO:0009328; GO:0016020; GO:0051290,ENST00000314606.9 [Q9Y285-1];ENST00000423140.6 [Q9Y285-2];
Q8N7C3,TRIMM_HUMAN,TRIML2 SPRYD6,Probable E3 ubiquitin-protein ligase TRIML2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIML2) (SPRY domain-containing protein 6) (Tripartite motif family-like protein 2),Homo sapiens (Human),,cytoplasm [GO:0005737],GO:0005737; GO:0008270; GO:0016567; GO:0032526; GO:0042802; GO:0045087; GO:0061630,ENST00000512729.5 [Q8N7C3-1];ENST00000682553.1 [Q8N7C3-1];
Q9Y6X8,ZHX2_HUMAN,ZHX2 AFR1 KIAA0854 RAF,Zinc fingers and homeoboxes protein 2 (Alpha-fetoprotein regulator 1) (AFP regulator 1) (Regulator of AFP) (Zinc finger and homeodomain protein 2),Homo sapiens (Human),"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00108, ECO:0000269|PubMed:12741956, ECO:0000269|PubMed:17056598}. Note=Colocalizes with EFNB1 intracellular domain in the nucleus. {ECO:0000250|UniProtKB:Q8C0C0}.",chromatin [GO:0000785]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],GO:0000122; GO:0000785; GO:0000981; GO:0003677; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0006402; GO:0008270; GO:0021953; GO:0035019; GO:0042802; GO:0042803; GO:0045665; GO:0045892; GO:0046982; GO:0060040,ENST00000314393.6;
Q8IYJ2,CJ067_HUMAN,C10orf67 LINC01552,"Uncharacterized protein C10orf67, mitochondrial",Homo sapiens (Human),SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255}.,mitochondrion [GO:0005739],GO:0005739,ENST00000673651.1 [Q8IYJ2-2];
O14976,GAK_HUMAN,GAK DNAJC26,Cyclin-G-associated kinase (EC 2.7.11.1) (DnaJ homolog subfamily C member 26),Homo sapiens (Human),"SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:10625686}. Golgi apparatus, trans-Golgi network {ECO:0000269|PubMed:10625686}. Cell junction, focal adhesion {ECO:0000305|PubMed:10625686}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000269|PubMed:31962345}. Note=Localizes to the perinuclear area and to the trans-Golgi network. Also seen on the plasma membrane, probably at focal adhesions. Recruitment to clathrin-coated vesicles depends on temporal variations in phosphoinositide composition of clathrin-coated vesicles (PubMed:31962345). {ECO:0000269|PubMed:31962345}.",clathrin-coated vesicle [GO:0030136]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; presynapse [GO:0098793]; vesicle [GO:0031982],GO:0004674; GO:0005524; GO:0005794; GO:0005829; GO:0005925; GO:0006898; GO:0007029; GO:0007030; GO:0010977; GO:0016020; GO:0016191; GO:0030136; GO:0030276; GO:0030332; GO:0031982; GO:0034067; GO:0043231; GO:0046907; GO:0048268; GO:0048471; GO:0051085; GO:0051087; GO:0072318; GO:0072583; GO:0072659; GO:0090160; GO:0098793; GO:0106310; GO:1905443,ENST00000314167.9 [O14976-1];ENST00000511163.5 [O14976-2];
Q96LR9,APLD1_HUMAN,APOLD1 VERGE,Apolipoprotein L domain-containing protein 1 (Vascular early response gene protein),Homo sapiens (Human),"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:15102925}; Multi-pass membrane protein {ECO:0000305|PubMed:15102925}. Cell junction {ECO:0000269|PubMed:35638551}. Cytoplasmic vesicle, secretory vesicle {ECO:0000269|PubMed:35638551}. Note=Localized to Weibel-Palade bodies, secretory granules characteristic of vascular endothelial cells. {ECO:0000269|PubMed:35638551}.",cell-cell junction [GO:0005911]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; transport vesicle [GO:0030133]; Weibel-Palade body [GO:0033093],GO:0001525; GO:0005576; GO:0005886; GO:0005911; GO:0006869; GO:0008289; GO:0030133; GO:0033093; GO:0042157; GO:0045601; GO:0090559; GO:0160192,ENST00000326765.10 [Q96LR9-1];ENST00000356591.5 [Q96LR9-2];
Q9UBQ5,EIF3K_HUMAN,EIF3K EIF3S12 ARG134 HSPC029 MSTP001 PTD001,Eukaryotic translation initiation factor 3 subunit K (eIF3k) (Eukaryotic translation initiation factor 3 subunit 12) (Muscle-specific gene M9 protein) (PLAC-24) (eIF-3 p25) (eIF-3 p28),Homo sapiens (Human),"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|HAMAP-Rule:MF_03010, ECO:0000269|PubMed:15327989}. Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03010, ECO:0000269|PubMed:15327989}.",cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; membrane [GO:0016020]; nucleus [GO:0005634],GO:0001732; GO:0003723; GO:0003743; GO:0005634; GO:0005829; GO:0005852; GO:0006413; GO:0006446; GO:0016020; GO:0016282; GO:0033290; GO:0043022,ENST00000248342.9 [Q9UBQ5-1];ENST00000545173.6 [Q9UBQ5-2];ENST00000635417.1 [Q9UBQ5-2];ENST00000635567.2 [Q9UBQ5-1];
Q9BQA9,CYBC1_HUMAN,CYBC1 C17orf62 EROS,Cytochrome b-245 chaperone 1 (Essential for reactive oxygen species protein) (Eros),Homo sapiens (Human),SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:28351984}; Single-pass membrane protein {ECO:0000305}.,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789],GO:0005783; GO:0005789; GO:0045087; GO:0045728,ENST00000306645.10 [Q9BQA9-1];ENST00000434650.6 [Q9BQA9-2];ENST00000437807.6 [Q9BQA9-1];ENST00000577436.5 [Q9BQA9-2];ENST00000577696.6 [Q9BQA9-1];ENST00000577732.5 [Q9BQA9-1];ENST00000578919.6 [Q9BQA9-1];ENST00000585064.5 [Q9BQA9-1];ENST00000585080.5 [Q9BQA9-1];ENST00000585115.2 [Q9BQA9-2];ENST00000698819.1 [Q9BQA9-1];ENST00000698820.1 [Q9BQA9-2];
P34949,MPI_HUMAN,MPI PMI1,Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI),Homo sapiens (Human),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q924M7}.,cytosol [GO:0005829]; extracellular exosome [GO:0070062],GO:0004476; GO:0005829; GO:0008270; GO:0009298; GO:0061611; GO:0061729; GO:0070062,ENST00000323744.10 [P34949-2];ENST00000352410.9 [P34949-1];
Q6UWT4,CE046_HUMAN,C5orf46 UNQ472/PRO839,Uncharacterized protein C5orf46,Homo sapiens (Human),SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,extracellular exosome [GO:0070062],GO:0070062,ENST00000318315.5 [Q6UWT4-1];ENST00000515291.1 [Q6UWT4-2];
O14841,OPLA_HUMAN,OPLAH,5-oxoprolinase (EC 3.5.2.9) (5-oxo-L-prolinase) (5-OPase) (Pyroglutamase),Homo sapiens (Human),"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q75WB5}.",cytosol [GO:0005829],GO:0005524; GO:0005829; GO:0006749; GO:0017168; GO:0042802,ENST00000618853.5;
Q6ZTI6,RFLA_HUMAN,RFLNA FAM101A,Refilin-A (Regulator of filamin protein A) (RefilinA),Homo sapiens (Human),"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q7TS73}. Note=Colocalizes with FLNA along actin bundle-like structures. {ECO:0000250|UniProtKB:Q7TS73}.",actin filament bundle [GO:0032432]; cytoplasm [GO:0005737],GO:0005737; GO:0031005; GO:0032432; GO:0048705; GO:0061182; GO:0061572; GO:1900158,ENST00000324038.6 [Q6ZTI6-2];ENST00000338359.4 [Q6ZTI6-2];ENST00000389727.8 [Q6ZTI6-2];ENST00000546355.4 [Q6ZTI6-1];
Q5T013,HYI_HUMAN,HYI HT036 SB156,Putative hydroxypyruvate isomerase (EC 5.3.1.22) (Endothelial cell apoptosis protein E-CE1),Homo sapiens (Human),,,GO:0008903; GO:0046487,ENST00000372430.9 [Q5T013-1];ENST00000372432.5 [Q5T013-3];
Q86VI1,EX3L1_HUMAN,EXOC3L1 EXOC3L,Exocyst complex component 3-like protein (Protein Jiangli),Homo sapiens (Human),"SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle {ECO:0000250}. Note=Colocalizes with insulin granules. {ECO:0000250}.",exocyst [GO:0000145]; secretory granule [GO:0030141]; transport vesicle [GO:0030133],GO:0000145; GO:0000149; GO:0006887; GO:0030072; GO:0030133; GO:0030141; GO:0051601,ENST00000314586.11;
Q5JPI3,CC038_HUMAN,C3orf38,Uncharacterized protein C3orf38,Homo sapiens (Human),,nucleus [GO:0005634],GO:0005634; GO:0006915; GO:0043065,ENST00000318887.8 [Q5JPI3-1];
Q8N998,CCD89_HUMAN,CCDC89 BOIP,Coiled-coil domain-containing protein 89 (Bc8 orange-interacting protein),Homo sapiens (Human),"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=Uniformly distributed within the cell, but becomes recruited to the nucleus upon binding to HEY1. {ECO:0000250}.",cytoplasm [GO:0005737]; nucleus [GO:0005634],GO:0005634; GO:0005737,ENST00000316398.5;
Q5VTJ3,KLD7A_HUMAN,KLHDC7A,Kelch domain-containing protein 7A,Homo sapiens (Human),SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.,membrane [GO:0016020],GO:0016020,ENST00000400664.3;
Q86UV7,TRI73_HUMAN,TRIM73 TRIM50B,Tripartite motif-containing protein 73 (Tripartite motif-containing protein 50B),Homo sapiens (Human),,cytoplasm [GO:0005737]; cytosol [GO:0005829],GO:0005737; GO:0005829; GO:0008270; GO:0045087; GO:0061630,ENST00000323819.8;
